,income,age,disability,employment
1403,4,80,0,0
1404,16,60,0,0
1405,16,58,0,0
1406,13,71,0,0
1407,13,71,0,0
1408,13,72,0,0
1409,16,58,0,0
1410,13,74,0,1
1411,13,74,0,0
1412,10,67,0,0
1413,12,63,0,1
1414,2,66,0,0
1415,3,85,1,0
1416,10,80,0,0
1417,7,66,0,0
1418,7,66,0,0
1419,16,60,0,0
1420,14,53,0,0
1421,8,80,0,0
1422,15,68,0,0
1423,15,74,0,0
1424,10,75,0,0
1425,8,65,0,0
1426,8,72,0,0
1427,6,70,0,0
1428,6,65,0,0
1429,15,70,0,0
1430,4,71,0,0
1431,8,64,0,1
1432,14,61,0,0
1433,7,70,1,0
1434,7,75,0,0
1435,7,72,0,0
1436,9,79,0,0
1437,3,67,0,0
1438,12,66,0,0
1439,12,64,0,0
1440,4,74,0,0
1441,7,85,0,0
1442,6,72,0,0
1443,6,72,0,0
1444,15,59,0,0
1445,12,68,0,0
1446,12,68,0,0
1447,13,66,0,0
1448,9,68,0,0
1449,9,63,0,0
1450,15,69,0,0
1451,15,61,0,0
1452,13,79,0,0
1453,13,67,0,0
1454,7,74,0,0
1457,10,64,0,0
1458,10,67,0,0
1459,10,67,0,0
1460,8,72,0,0
1461,6,85,1,0
1462,4,85,0,0
1463,4,67,0,0
1464,4,85,0,0
1465,6,85,0,0
1466,4,66,0,0
1467,4,66,0,0
1468,12,74,0,0
1469,12,73,0,0
1470,16,65,0,1
1471,5,80,0,0
1472,6,64,0,0
1473,15,63,0,0
1474,15,63,0,0
1475,12,68,0,0
1476,2,72,0,0
1477,8,80,0,0
1478,6,85,0,0
1479,16,85,0,0
1480,5,79,0,0
1481,5,79,0,0
1482,11,62,0,0
1483,7,59,0,0
1484,5,73,0,0
1485,14,66,1,0
1486,15,63,0,0
1487,15,57,0,0
1488,4,69,0,0
1489,4,69,0,0
1490,9,70,0,0
1491,9,68,0,0
1492,13,60,0,0
1493,5,85,0,0
1494,7,80,0,0
1495,8,79,0,0
1496,8,74,0,0
1497,13,53,0,0
1498,9,59,0,0
1499,9,59,1,0
1500,12,72,0,0
1501,12,63,0,0
1502,7,80,0,0
1503,7,80,0,0
1504,6,63,1,0
1505,5,64,0,0
1507,14,60,0,0
1508,1,80,0,0
1509,15,64,0,0
1510,16,71,0,0
1511,16,67,0,0
1512,11,67,0,0
1513,11,69,0,0
1514,12,71,0,0
1515,12,67,0,0
1516,9,80,0,0
1517,14,60,0,0
1518,8,85,0,0
1519,7,71,0,0
1520,7,71,0,0
1521,5,66,0,0
1522,5,69,0,0
1523,9,69,0,0
1524,14,78,0,0
1525,12,65,0,0
1526,12,74,0,0
1527,12,71,0,0
1528,16,52,0,0
1529,6,73,1,0
1530,8,78,0,0
1531,12,65,1,0
1532,13,66,0,0
1533,11,77,0,0
1534,11,77,0,0
1535,8,73,0,0
1537,2,85,0,0
1538,2,85,0,0
1539,15,65,0,0
1540,8,72,0,1
1541,11,67,0,1
1542,14,85,0,0
1543,16,62,0,0
1544,6,73,0,0
1546,4,85,0,0
1547,2,85,0,0
1548,3,76,0,0
1549,3,64,0,0
1550,9,80,0,0
1551,15,51,0,1
1552,8,65,0,0
1553,15,68,0,0
1554,15,72,0,0
1555,10,63,0,0
1556,10,80,0,0
1557,13,75,0,0
1558,13,66,0,0
1559,11,71,0,0
1560,11,70,0,0
1561,8,62,0,0
1562,8,65,0,0
1563,9,72,0,0
1564,8,70,0,0
1565,10,80,0,0
1566,9,64,0,0
1567,3,63,0,0
1568,9,69,0,0
1569,9,69,0,0
1570,10,71,0,0
1571,10,68,0,0
1572,13,57,0,1
1573,7,85,0,0
1574,8,68,0,0
1575,9,74,0,1
1576,9,76,0,0
1577,7,69,0,0
1578,7,70,0,0
1579,8,78,0,0
1580,8,80,0,0
1581,12,80,0,0
1582,12,79,0,0
1583,4,68,0,0
1584,14,70,0,0
1585,12,69,0,0
1586,12,85,0,0
1587,12,64,0,0
1588,9,64,0,1
1589,4,74,0,0
1590,11,72,0,0
1591,11,70,0,0
1592,12,56,0,0
1593,16,56,0,0
1594,13,72,0,0
1595,13,71,0,0
1596,14,85,0,0
1597,14,80,0,0
1598,8,65,0,0
1599,10,80,0,0
1600,10,80,0,0
1601,10,80,0,0
1602,10,80,0,0
1603,4,70,0,0
1604,4,80,0,0
1605,12,85,0,0
1606,5,61,0,0
1607,8,61,0,0
1608,8,65,0,0
1609,10,80,0,0
1610,10,72,0,0
1611,7,77,0,0
1612,7,78,0,0
1613,8,77,0,0
1614,8,77,0,0
1615,7,71,0,0
1616,7,71,0,0
1617,1,80,0,0
1618,8,65,0,0
1619,13,80,0,0
1620,13,78,0,0
1621,16,71,0,0
1623,12,69,0,0
1624,12,78,0,0
1625,9,71,0,0
1626,15,68,0,0
1627,6,67,0,0
1628,13,61,0,0
1629,12,80,0,0
1630,12,80,0,0
1631,10,85,0,0
1632,10,85,0,0
1635,6,75,0,0
1636,6,75,0,0
1637,3,85,0,0
1639,12,85,0,0
1640,10,66,0,0
1641,11,80,0,0
1642,4,70,0,0
1643,4,69,0,0
1645,6,80,0,0
1646,15,61,0,0
1647,11,75,0,0
1648,9,78,0,0
1650,9,80,0,0
1651,16,65,0,0
1652,3,68,0,0
1653,12,68,0,0
1654,13,67,0,0
1655,14,80,0,0
1658,8,62,0,0
1659,6,69,1,1
1660,9,72,0,0
1661,9,80,0,0
1662,14,57,0,0
1663,8,80,0,0
1664,13,58,0,0
1665,13,59,0,0
1666,4,85,0,0
1667,13,75,0,0
1668,10,75,0,0
1669,8,85,0,0
1670,12,85,0,0
1671,7,80,0,0
1672,12,80,0,0
1673,10,66,0,0
1674,12,70,0,0
1675,2,79,0,0
1676,5,77,0,0
1677,13,80,0,0
1678,6,85,0,0
1679,5,85,0,0
1680,14,64,0,1
1681,13,80,0,0
1682,9,69,0,0
1683,14,58,0,0
1684,6,85,0,0
1685,3,60,0,0
1686,3,78,0,0
1688,12,80,0,0
1689,4,67,0,0
1690,11,70,0,0
1691,9,85,0,0
1692,7,63,0,0
1693,16,59,0,0
1694,11,80,0,0
1695,5,80,0,0
1696,6,69,0,0
1697,6,71,0,0
1698,7,85,0,0
1699,7,85,0,0
1700,10,64,0,0
1701,10,80,0,0
1702,10,73,0,0
1703,10,53,0,0
1704,4,85,0,0
1705,10,68,0,0
1706,7,74,0,0
1707,7,70,0,0
1708,9,85,0,0
1709,8,74,0,0
1710,8,69,0,0
1711,9,69,0,0
1712,9,71,0,0
1713,4,85,0,0
1714,9,68,0,0
1715,9,70,0,0
1716,6,80,0,0
1717,6,85,0,0
1718,11,85,0,0
1719,11,80,0,0
1720,9,70,0,0
1721,9,69,0,0
1722,7,80,0,0
1723,3,85,0,0
1724,11,45,0,0
1725,11,45,0,0
1726,16,64,0,0
1727,1,59,0,0
1728,16,61,0,1
1729,3,79,0,0
1730,7,36,0,0
1731,9,80,0,0
1732,1,74,0,0
1733,9,63,0,0
1734,9,71,0,0
1735,6,85,0,0
1736,9,76,1,1
1737,16,65,0,0
1738,14,63,0,0
1739,15,71,0,0
1740,11,59,0,0
1741,6,63,0,0
1742,8,53,0,0
1743,6,80,0,0
1744,11,79,0,0
1745,11,80,0,0
1746,14,85,0,0
1747,14,76,0,0
1748,8,58,1,0
1749,10,85,0,0
1750,11,80,0,0
1751,11,80,0,0
1752,11,80,0,0
1753,10,85,0,0
1754,7,65,0,0
1755,10,62,0,0
1756,10,85,0,0
1757,3,75,0,0
1758,8,85,0,0
1759,3,85,0,0
1760,10,85,0,0
1761,10,85,0,0
1762,15,73,0,0
1763,15,73,0,0
1764,15,71,0,0
1765,7,65,0,0
1766,7,73,0,0
1767,12,67,0,0
1768,10,74,0,0
1769,5,77,0,0
1770,2,68,0,0
1771,7,56,0,0
1772,9,77,0,0
1778,11,72,0,0
1779,9,67,0,0
1780,11,76,0,0
1781,11,80,0,0
1782,9,56,0,0
1783,13,65,0,0
1784,13,64,0,0
1785,10,85,0,0
1786,9,69,0,0
1787,9,68,0,0
1788,9,69,0,0
1789,12,70,0,0
1791,11,80,0,0
1792,15,70,0,0
1793,11,85,0,0
1795,11,76,0,0
1796,11,74,0,0
1797,8,63,0,0
1798,6,80,0,0
1799,9,76,0,0
1800,4,80,0,0
1801,4,80,0,0
1802,7,75,0,0
1803,15,79,0,0
1804,13,73,0,0
1805,13,75,0,0
1806,6,80,0,0
1807,9,57,0,0
1808,14,56,0,1
1809,14,53,0,0
1810,12,85,0,0
1811,9,80,0,0
1812,5,80,0,0
1813,9,80,0,0
1814,6,85,0,0
1815,6,77,0,0
1816,6,85,0,0
1817,5,85,0,0
1818,7,71,0,1
1819,7,85,0,0
1820,5,75,0,0
1821,12,66,0,0
1822,13,64,0,0
1823,11,66,0,0
1824,4,85,0,0
1825,12,65,0,0
1826,15,61,0,1
1827,2,80,0,0
1828,9,85,0,0
1829,7,71,0,0
1830,9,62,0,0
1831,9,76,0,0
1832,6,60,0,0
1833,6,52,0,0
1834,7,80,0,0
1835,7,75,0,0
1836,14,70,0,0
1837,14,69,0,0
1838,6,57,0,1
1839,11,67,0,0
1840,10,85,0,0
1841,4,85,0,0
1842,10,85,0,0
1844,8,62,0,0
1845,8,64,0,0
1846,8,56,0,0
1847,4,73,0,0
1848,2,66,0,0
1849,15,58,1,0
1850,11,69,0,0
1851,11,63,0,0
1852,7,85,0,0
1853,7,66,0,0
1854,12,71,0,0
1855,14,68,0,0
1856,13,76,0,0
1857,13,70,0,0
1858,9,79,0,0
1859,15,69,0,1
1860,4,85,0,0
1861,4,80,0,0
1862,4,60,0,0
1863,3,75,0,0
1864,9,66,0,0
1865,5,76,0,0
1866,12,77,0,0
1868,12,85,0,0
1869,12,80,0,0
1870,13,80,0,0
1871,13,80,0,0
1872,12,80,0,0
1873,4,77,0,0
1874,8,60,0,0
1876,13,69,0,0
1877,5,79,0,1
1878,11,70,0,0
1879,6,79,0,0
1880,11,61,0,0
1881,11,62,0,0
1882,9,64,0,0
1883,5,70,0,0
1884,9,65,0,0
1885,9,85,0,0
1886,7,85,0,0
1887,11,59,0,0
1888,12,80,0,0
1889,12,80,0,0
1890,4,85,0,0
1891,4,85,0,0
1892,10,85,0,0
1893,11,66,0,0
1894,11,75,0,0
1895,10,67,0,0
1896,5,85,0,0
1897,11,71,0,1
1899,10,72,0,0
1900,8,77,0,0
1901,11,66,0,0
1902,11,64,0,1
1903,10,80,0,0
1904,10,70,0,0
1905,13,70,0,0
1906,13,73,0,0
1907,8,76,0,0
1909,6,80,0,0
1910,4,80,0,0
1911,13,53,0,0
1912,13,50,0,0
1913,7,85,0,0
1914,7,85,0,0
1915,11,67,0,0
1916,5,77,0,0
1917,5,71,0,0
1918,12,78,0,0
1919,12,73,0,0
1920,10,55,0,0
1921,11,65,0,0
1922,13,80,0,0
1923,10,85,0,0
1924,9,69,0,0
1925,9,62,0,0
1926,13,33,0,0
1927,13,32,0,0
1928,10,80,0,0
1929,11,80,0,0
1930,3,67,0,0
1931,10,65,0,0
1932,13,55,0,0
1933,7,80,0,0
1934,11,72,0,0
1935,11,78,0,0
1936,10,79,0,0
1937,12,79,0,0
1938,8,85,0,0
1939,8,85,0,0
1940,8,75,0,0
1941,8,80,0,0
1942,14,71,0,0
1943,14,69,0,0
1944,9,77,0,0
1945,9,80,0,0
1946,9,85,0,0
1947,7,85,0,0
1948,6,80,0,0
1949,10,75,0,0
1950,10,73,0,0
1951,16,76,0,0
1952,16,74,0,0
1953,7,80,0,0
1954,7,73,0,0
1955,7,58,0,0
1956,10,80,0,0
1957,10,85,0,0
1958,12,85,0,0
1961,16,68,0,0
1962,16,85,0,0
1963,9,75,0,0
1964,9,75,0,0
1965,8,71,0,0
1966,8,73,0,0
1967,13,65,0,0
1969,13,77,0,0
1970,13,71,0,0
1971,5,75,0,0
1972,5,74,0,0
1973,8,85,0,0
1974,8,73,0,0
1975,16,85,0,0
1976,16,85,0,0
1977,16,85,0,0
1978,14,69,0,0
1979,14,67,0,1
1980,3,75,0,0
1981,4,74,0,0
1982,14,66,0,0
1983,14,68,0,0
1984,10,76,0,0
1985,10,74,0,0
1986,16,61,0,0
1987,4,72,0,0
1988,15,85,0,0
1989,9,71,0,0
1990,9,75,0,0
1991,6,74,0,0
1993,13,78,0,0
1994,8,80,0,0
1995,5,85,0,0
1996,5,74,0,0
1998,4,55,0,0
1999,11,55,0,0
2000,14,80,0,0
2001,14,67,0,0
2002,8,63,0,0
2003,6,85,0,0
2004,3,79,0,0
2005,6,80,0,0
2006,9,66,0,0
2007,12,58,0,1
2008,12,60,0,0
2009,10,74,0,1
2010,16,67,0,1
2011,6,80,0,0
2012,7,77,0,0
2013,7,85,0,0
2014,4,80,0,0
2015,5,80,0,0
2017,4,85,0,0
2018,6,71,0,0
2019,7,77,0,0
2020,15,85,0,0
2021,15,80,0,0
2022,11,65,0,0
2023,11,75,0,0
2024,8,70,0,0
2025,8,70,0,0
2026,15,66,0,0
2027,15,66,0,0
2028,13,74,0,0
2029,13,69,0,0
2031,6,73,0,0
2032,16,50,0,0
2033,12,64,0,0
2034,14,69,0,0
2035,14,74,0,0
2037,10,61,0,0
2038,10,61,0,0
2039,11,73,0,0
2040,11,74,0,0
2041,8,74,0,0
2042,9,80,0,0
2043,9,75,0,0
2044,11,85,0,0
2045,1,59,0,0
2046,8,74,0,0
2047,14,80,0,0
2048,8,80,0,0
2049,8,78,0,0
2050,13,68,0,0
2051,13,68,0,0
2052,12,73,0,0
2053,6,70,0,0
2054,13,67,0,0
2055,13,66,0,0
2056,3,78,0,0
2057,8,67,0,0
2058,13,66,0,0
2059,13,85,0,0
2060,13,85,0,0
2061,13,80,0,0
2062,11,80,0,0
2063,11,80,0,0
2064,6,85,0,0
2065,11,66,0,0
2066,15,64,0,0
2067,15,54,0,0
2068,7,85,0,0
2069,10,85,0,0
2070,7,85,0,0
2071,6,64,0,0
2072,13,70,0,0
2073,13,68,0,0
2074,6,69,0,0
2075,6,63,0,0
2076,13,75,0,0
2077,13,78,0,0
2078,6,57,0,0
2079,10,73,0,0
2080,10,69,0,0
2081,11,85,0,1
2082,13,55,0,0
2083,15,61,0,1
2084,3,78,0,0
2085,8,52,0,0
2086,7,60,0,0
2087,10,72,0,0
2088,6,70,1,0
2089,7,85,0,0
2090,10,80,0,0
2091,10,85,0,0
2092,4,80,0,0
2093,4,85,0,0
2094,12,67,0,0
2095,4,74,0,0
2096,15,68,0,0
2097,14,72,0,0
2098,14,76,0,0
2099,16,66,0,0
2100,16,65,0,0
2101,14,56,0,0
2102,7,79,0,0
2103,7,76,0,0
2104,14,63,0,0
2105,9,80,0,0
2106,12,85,0,0
2107,10,80,0,0
2108,10,80,0,0
2109,8,62,0,0
2111,6,85,0,0
2112,9,66,0,0
2113,14,85,0,0
2114,8,85,0,0
2115,4,85,0,0
2116,4,85,0,0
2117,5,71,0,0
2118,5,75,0,0
2119,12,63,0,1
2120,10,77,0,0
2121,10,75,0,0
2122,13,74,0,0
2123,5,53,0,0
2124,6,78,0,0
2125,6,85,1,0
2126,9,80,0,0
2127,16,69,0,0
2128,16,69,0,0
2129,11,69,0,0
2130,11,71,0,0
2131,7,76,0,0
2132,7,71,0,0
2133,8,78,0,0
2135,10,65,0,0
2136,7,80,0,0
2137,13,71,0,0
2138,13,71,0,0
2139,10,77,0,0
2140,10,78,0,0
2141,12,69,0,0
2142,4,73,0,0
2143,11,79,0,0
2144,16,61,0,0
2145,9,54,0,0
2146,9,59,0,0
2147,5,75,0,0
2148,4,80,0,0
2149,8,80,0,0
2150,8,63,0,0
2151,8,69,0,0
2152,11,73,0,0
2153,11,76,0,0
2154,8,85,0,0
2155,12,80,0,0
2156,12,77,0,0
2157,8,74,0,0
2158,12,78,0,0
2159,12,73,0,0
2160,6,85,0,0
2161,4,80,0,0
2162,7,76,0,0
2163,7,68,0,0
2164,7,75,0,0
2165,7,71,0,0
2166,7,85,0,0
2167,1,79,0,0
2168,4,71,0,0
2169,14,76,0,0
2170,15,65,0,0
2171,15,68,0,0
2172,16,69,0,0
2173,15,60,0,1
2174,12,64,0,0
2175,10,67,0,0
2176,16,65,0,0
2177,16,62,0,0
2178,12,72,0,0
2179,10,79,0,0
2180,10,70,0,0
2181,7,80,0,0
2182,6,85,0,0
2183,14,66,0,0
2184,14,62,0,0
2185,6,78,0,0
2186,6,65,0,0
2187,9,73,0,0
2188,9,72,0,0
2189,12,80,0,0
2190,14,80,0,0
2191,8,80,0,0
2192,8,85,0,0
2193,6,80,0,0
2194,4,76,0,0
2195,10,80,1,0
2196,1,85,0,0
2197,5,67,0,0
2198,15,70,0,0
2199,6,85,0,0
2200,15,75,0,1
2201,9,85,0,0
2202,11,72,0,0
2203,13,67,0,0
2204,13,70,0,0
2205,7,74,0,0
2206,15,79,0,0
2207,13,72,0,0
2208,13,70,0,0
2209,13,77,0,0
2210,13,79,0,0
2211,13,85,0,0
2212,16,63,0,0
2213,8,68,0,0
2214,9,79,0,0
2215,9,80,0,0
2216,6,85,0,0
2217,10,85,0,0
2218,10,85,0,0
2219,10,71,0,0
2220,10,64,0,0
2221,12,68,0,0
2222,12,66,0,0
2223,11,62,0,0
2224,6,66,0,0
2225,6,72,0,0
2226,7,71,0,0
2227,1,64,0,0
2228,1,66,0,0
2229,12,63,0,0
2230,6,31,0,0
2231,15,70,0,0
2232,15,73,0,0
2233,8,80,0,0
2234,9,77,0,0
2235,9,68,0,0
2236,6,85,0,0
2237,7,85,0,0
2238,7,80,0,0
2240,8,74,0,0
2241,5,85,0,0
2242,8,80,0,0
2243,8,75,0,0
2244,4,67,0,0
2245,4,85,0,0
2246,14,54,0,0
2247,1,80,0,0
2248,15,73,0,0
2249,15,67,0,0
2250,10,67,0,0
2251,10,76,0,0
2252,12,57,0,0
2253,15,50,0,0
2254,10,69,0,0
2255,5,69,0,0
2256,9,65,0,0
2257,4,80,0,0
2258,7,76,0,0
2259,7,73,0,0
2260,4,80,0,0
2261,9,85,0,0
2263,12,64,0,0
2264,12,85,0,0
2265,4,80,0,0
2266,8,69,0,0
2267,4,71,0,0
2268,12,77,0,0
2269,12,78,0,0
2270,7,72,0,0
2271,7,85,0,0
2272,7,85,0,0
2273,7,85,0,0
2274,12,75,0,0
2275,12,85,0,0
2276,4,56,0,0
2277,14,74,0,0
2278,14,74,0,0
2279,13,63,0,0
2280,13,61,0,0
2281,12,79,0,0
2282,8,85,0,0
2283,13,80,0,0
2284,13,80,0,1
2285,15,79,0,0
2286,6,85,0,0
2288,15,79,0,0
2289,15,77,0,0
2290,14,60,0,0
2291,13,59,0,1
2292,7,79,0,0
2293,7,80,0,0
2294,6,69,0,0
2295,6,71,0,0
2296,3,78,0,0
2297,5,68,0,0
2298,5,72,0,0
2299,14,75,0,0
2300,14,74,0,0
2301,9,85,0,0
2302,9,80,0,0
2303,5,80,0,0
2304,5,76,0,0
2305,15,55,0,0
2306,8,76,0,0
2307,13,68,0,0
2308,13,71,0,0
2309,4,80,0,0
2310,13,75,0,0
2311,11,85,0,0
2312,11,80,0,0
2313,11,74,0,0
2314,11,60,0,0
2315,12,77,0,0
2316,12,75,0,0
2317,8,80,0,0
2318,8,72,0,0
2319,12,62,0,0
2320,11,67,0,1
2321,11,63,0,0
2322,8,71,0,0
2323,8,67,0,0
2324,10,77,0,0
2326,3,77,0,0
2327,11,77,0,0
2328,11,78,0,0
2329,13,71,0,0
2330,11,57,0,0
2331,6,71,0,0
2332,13,75,0,0
2333,11,67,0,0
2334,11,70,0,0
2335,1,69,0,0
2336,13,57,0,0
2337,10,68,0,0
2338,11,69,0,0
2339,7,80,0,0
2340,14,61,0,0
2341,8,85,0,0
2342,12,85,0,0
2343,11,70,0,0
2344,5,85,0,0
2345,5,85,0,0
2346,6,80,0,0
2347,5,62,0,0
2348,12,73,0,0
2349,10,85,0,0
2350,4,66,0,0
2351,6,75,0,0
2352,14,76,0,0
2353,9,62,0,0
2354,8,66,0,0
2355,16,65,0,0
2356,8,77,0,0
2357,8,77,0,0
2358,5,75,0,0
2359,16,65,0,0
2360,13,70,0,0
2361,13,74,0,0
2362,13,63,0,0
2363,5,85,0,0
2364,3,63,0,0
2365,8,64,0,0
2366,12,75,0,0
2367,12,62,0,0
2368,12,58,0,0
2369,13,71,0,0
2370,13,74,0,0
2371,13,76,0,0
2372,3,67,0,1
2373,10,66,0,0
2374,10,67,0,0
2375,6,69,0,0
2376,8,74,0,0
2377,8,73,0,0
2378,2,77,0,0
2380,7,55,0,0
2381,7,56,0,0
2382,12,80,0,0
2383,12,85,0,0
2384,9,68,0,0
2385,9,67,0,1
2386,10,72,0,1
2387,1,71,0,0
2388,11,79,0,0
2389,11,80,0,0
2390,13,70,0,0
2391,3,80,0,0
2392,13,58,0,0
2393,3,80,0,0
2394,7,80,0,0
2395,10,72,0,0
2396,6,65,0,0
2397,7,80,0,0
2398,3,85,0,0
2399,4,85,0,0
2400,9,74,0,0
2401,9,72,0,0
2402,5,69,0,0
2403,9,80,0,0
2404,14,68,0,0
2405,9,77,0,0
2406,10,80,0,0
2407,6,67,0,0
2408,8,74,0,0
2409,9,71,0,0
2410,7,75,0,0
2411,7,80,0,0
2412,14,80,0,0
2413,8,80,0,0
2414,9,74,0,0
2415,12,68,0,0
2416,6,85,0,0
2417,14,74,0,0
2418,13,58,0,1
2419,4,80,0,0
2420,5,85,0,0
2421,6,80,0,0
2422,5,67,0,0
2423,5,80,0,0
2424,5,69,0,0
2425,16,77,0,0
2426,16,77,0,0
2427,1,59,0,0
2428,1,62,0,0
2429,10,80,0,0
2430,10,61,0,1
2431,10,62,0,0
2432,10,80,0,0
2433,13,63,0,0
2434,13,62,0,0
2435,16,64,0,0
2436,5,80,0,0
2437,8,63,0,0
2438,10,59,0,0
2439,4,74,0,0
2440,7,85,0,0
2441,10,85,0,0
2442,10,85,0,0
2443,16,77,0,0
2444,10,65,0,0
2445,9,66,0,0
2446,12,69,0,0
2447,5,69,0,0
2448,5,31,0,0
2449,9,67,0,0
2450,10,67,0,0
2451,5,71,0,0
2452,5,57,0,0
2453,11,65,0,0
2454,11,61,0,0
2455,7,68,0,0
2456,7,85,0,0
2457,7,85,0,0
2458,16,66,0,0
2459,13,76,0,0
2460,11,55,0,0
2461,16,85,0,0
2462,13,66,0,1
2463,2,59,0,0
2464,7,79,0,0
2465,7,72,0,0
2466,13,60,0,0
2467,13,56,0,0
2468,14,80,0,0
2469,14,85,0,0
2470,14,78,0,0
2471,3,76,0,0
2472,5,63,0,0
2474,9,80,0,0
2475,9,80,0,0
2476,11,61,0,0
2477,11,53,0,0
2478,9,72,0,0
2479,9,73,0,0
2480,9,71,0,0
2481,4,70,0,0
2482,14,63,1,1
2483,15,57,0,0
2484,15,52,0,0
2485,11,69,0,0
2486,6,75,0,0
2487,14,79,0,0
2488,8,65,0,0
2489,13,68,0,0
2490,15,79,0,0
2491,15,80,0,0
2492,9,67,0,0
2493,9,80,0,0
2495,8,80,0,0
2496,11,85,0,0
2497,11,65,0,1
2499,8,80,0,0
2500,2,78,0,0
2501,12,72,0,0
2502,12,80,0,0
2503,8,79,0,0
2504,8,75,0,0
2505,12,71,0,0
2506,5,67,1,0
2507,2,85,0,0
2508,2,80,0,0
2509,11,80,0,0
2510,5,85,0,0
2511,7,64,0,0
2512,13,85,0,0
2513,16,71,0,0
2514,5,76,0,0
2515,8,80,0,0
2516,10,85,0,0
2517,9,32,0,0
2518,15,72,0,1
2519,15,72,0,0
2520,13,74,0,0
2521,13,74,0,0
2522,15,62,0,0
2523,15,85,0,0
2524,13,74,0,0
2525,9,65,0,0
2526,9,69,0,0
2527,8,68,0,0
2528,7,85,0,0
2529,13,67,0,0
2530,7,74,0,0
2531,7,74,0,0
2532,7,74,0,0
2533,6,57,0,1
2535,10,77,0,0
2536,10,80,0,0
2537,13,59,0,0
2538,9,54,0,0
2539,7,69,0,0
2540,7,71,0,0
2541,1,77,0,0
2542,15,74,0,0
2543,15,66,0,0
2544,12,69,0,0
2545,7,70,0,0
2546,13,71,0,0
2547,13,76,0,0
2548,15,85,0,0
2549,10,71,0,1
2550,10,62,0,1
2551,16,73,1,0
2552,16,68,0,0
2553,3,85,0,0
2554,14,52,0,0
2555,11,59,0,0
2556,13,52,0,0
2557,14,85,0,0
2558,14,80,0,0
2559,7,63,0,0
2560,8,70,0,0
2561,8,64,0,0
2562,15,56,0,0
2563,2,70,0,0
2564,12,78,0,0
2565,8,67,0,0
2566,15,75,0,0
2567,15,75,0,0
2568,16,65,0,0
2569,16,63,0,0
2570,8,77,0,0
2571,10,80,0,0
2572,5,80,0,0
2573,2,85,0,0
2576,7,85,0,0
2577,10,71,0,0
2578,11,68,0,0
2579,11,67,0,0
2580,8,79,0,0
2581,6,64,1,0
2582,14,65,0,0
2583,14,66,0,0
2584,9,64,0,0
2585,10,79,0,0
2587,12,85,0,0
2588,12,85,0,0
2589,8,68,0,0
2590,8,63,0,0
2591,11,85,0,0
2592,10,68,0,0
2593,7,77,0,0
2594,7,79,0,0
2595,2,70,0,0
2596,2,69,0,0
2597,5,76,0,0
2598,5,67,0,0
2599,8,75,0,0
2600,8,85,0,0
2601,10,78,0,0
2602,10,76,0,0
2603,7,71,0,0
2604,14,64,0,0
2605,12,77,0,0
2606,12,80,0,1
2607,13,64,0,1
2608,12,64,0,1
2609,12,64,0,0
2610,13,85,0,0
2611,7,69,0,0
2612,7,61,0,0
2613,12,70,0,0
2614,12,85,0,0
2615,12,63,0,1
2616,12,61,0,0
2617,12,61,0,0
2618,16,52,0,0
2619,4,71,0,0
2620,7,75,0,1
2621,16,63,0,0
2622,16,63,0,0
2623,15,76,0,0
2624,15,75,0,0
2625,10,80,0,0
2626,10,74,0,0
2627,8,76,1,0
2628,9,75,0,0
2629,9,73,0,0
2630,12,64,0,0
2631,10,78,0,0
2632,12,69,0,0
2633,14,71,0,0
2634,14,69,0,0
2635,11,72,0,0
2636,11,65,0,0
2637,14,67,0,1
2638,10,80,0,0
2639,6,80,0,0
2640,4,85,0,0
2641,11,65,0,0
2642,14,67,0,0
2643,1,56,0,0
2644,15,66,0,0
2645,15,67,0,0
2646,15,61,0,0
2647,13,78,0,0
2648,11,66,0,0
2649,11,70,0,0
2650,5,64,1,0
2651,12,67,0,0
2653,6,85,0,0
2654,10,69,0,0
2655,10,73,0,0
2656,7,80,0,0
2657,7,85,0,0
2658,6,78,0,0
2659,4,70,0,0
2660,9,70,0,0
2661,2,69,0,0
2662,14,85,0,0
2663,14,85,0,0
2664,14,68,0,0
2665,15,70,0,0
2666,8,71,0,0
2667,11,73,0,1
2668,13,66,0,0
2669,14,61,0,0
2670,16,69,0,0
2671,16,62,0,0
2672,7,68,0,0
2673,7,65,0,0
2674,14,85,0,0
2675,14,85,0,0
2676,10,85,0,0
2677,7,67,0,0
2678,14,85,0,0
2679,15,64,0,0
2680,15,62,0,0
2681,11,72,0,0
2682,11,67,0,0
2683,11,71,0,0
2684,8,80,0,0
2685,8,80,0,0
2686,14,68,0,1
2688,7,65,0,0
2689,15,85,0,0
2690,15,66,0,0
2691,15,71,0,0
2692,6,67,0,0
2693,6,68,0,0
2695,9,80,0,0
2696,3,75,0,0
2697,6,74,0,0
2698,14,80,0,0
2699,14,71,0,0
2700,13,80,0,0
2701,13,80,0,0
2702,14,80,0,0
2703,10,85,0,0
2705,3,76,0,0
2706,3,85,0,0
2707,3,71,0,0
2708,3,59,0,0
2709,9,85,0,0
2710,8,71,0,0
2711,3,80,0,0
2712,10,72,0,0
2713,8,67,0,0
2714,8,58,0,0
2715,11,67,0,0
2716,10,69,0,0
2717,4,85,0,0
2718,7,80,0,1
2719,8,80,0,0
2720,13,67,0,0
2721,12,73,0,0
2722,12,80,0,0
2723,12,85,0,0
2724,11,19,0,0
2725,7,64,0,1
