,income,age,disability,employment
2726,10,71,0,0
2727,13,68,0,0
2728,13,71,0,0
2729,13,67,0,0
2730,13,63,0,0
2731,4,85,0,0
2732,8,67,0,0
2733,8,69,0,0
2734,13,60,0,0
2735,11,61,0,0
2736,11,66,0,0
2737,13,72,0,0
2738,13,78,0,0
2739,13,73,0,0
2740,13,73,0,0
2741,11,80,0,0
2742,10,68,0,0
2743,12,65,0,0
2744,12,72,0,0
2745,16,63,0,0
2746,11,85,0,0
2747,12,80,0,0
2748,12,80,0,0
2749,9,85,0,0
2750,9,85,0,0
2751,5,44,0,0
2752,5,46,0,0
2753,4,80,0,0
2754,8,69,0,0
2755,8,73,0,0
2756,14,65,0,0
2757,14,67,0,0
2758,13,66,0,0
2759,13,71,0,0
2760,14,80,0,0
2761,14,75,0,0
2762,10,71,0,0
2763,10,85,0,0
2764,3,66,0,0
2765,15,74,0,0
2766,5,80,0,0
2767,9,78,0,0
2768,9,80,0,0
2769,7,80,0,0
2770,7,80,0,0
2771,9,60,0,0
2772,5,64,0,0
2773,9,65,0,0
2774,12,63,0,0
2775,12,60,0,0
2777,2,80,0,0
2778,8,85,0,0
2779,14,80,0,0
2780,4,64,0,0
2781,4,70,0,1
2782,14,56,1,1
2783,7,68,0,0
2784,7,67,0,0
2785,14,79,0,0
2786,14,79,0,0
2787,7,73,0,0
2788,3,85,0,0
2789,10,80,0,0
2790,10,78,0,0
2791,6,69,0,0
2792,13,75,0,0
2793,4,61,0,0
2794,4,65,0,0
2795,11,71,0,0
2796,11,72,0,0
2797,7,80,0,0
2798,4,63,1,0
2799,13,63,0,0
2800,14,69,0,0
2801,14,72,0,0
2802,8,73,0,0
2803,8,76,0,0
2804,12,85,0,0
2805,6,68,0,0
2806,4,80,0,0
2807,14,78,0,0
2808,14,76,0,0
2809,9,57,0,0
2810,9,60,0,0
2811,13,85,0,0
2812,13,85,0,0
2813,6,80,0,0
2814,6,76,0,0
2815,6,85,0,0
2816,8,80,0,0
2817,8,80,0,0
2818,9,66,0,1
2819,9,65,0,1
2820,8,85,0,0
2821,8,80,0,0
2822,4,76,0,0
2823,4,75,0,0
2824,11,78,0,0
2825,10,69,0,1
2826,10,69,0,0
2827,10,80,0,0
2828,10,80,0,0
2829,5,73,0,0
2830,15,71,0,0
2831,9,66,0,0
2832,11,71,0,0
2833,11,68,0,0
2834,5,85,0,0
2835,5,80,0,0
2836,9,67,0,0
2837,4,85,0,0
2838,8,65,0,0
2839,13,63,0,0
2840,7,78,0,0
2841,7,79,0,0
2842,12,77,0,0
2843,3,75,0,0
2844,5,64,0,0
2845,4,85,0,0
2846,4,85,0,0
2847,14,71,0,0
2848,15,71,0,0
2849,12,85,0,0
2850,12,69,0,0
2851,7,76,0,0
2852,13,80,0,0
2853,13,80,0,0
2854,5,80,0,0
2855,5,85,0,0
2856,7,80,0,0
2857,11,74,0,0
2858,8,77,0,0
2859,8,73,0,0
2860,6,72,0,0
2861,14,78,0,0
2862,14,71,0,0
2863,16,56,0,0
2864,10,71,0,0
2865,1,53,0,0
2866,6,78,0,0
2867,6,74,0,0
2868,12,80,0,0
2869,11,77,0,0
2870,12,73,0,0
2871,12,77,0,0
2872,7,70,0,0
2873,7,67,0,0
2874,3,58,1,0
2875,5,64,0,0
2876,5,62,0,0
2877,9,69,0,0
2878,9,71,0,0
2879,5,67,0,0
2880,13,53,0,0
2881,5,67,0,0
2882,7,80,0,0
2883,6,67,0,0
2884,6,76,0,0
2885,6,73,0,0
2886,8,65,0,0
2887,15,80,0,0
2888,9,85,0,0
2889,9,85,0,0
2890,6,85,0,0
2891,6,80,0,0
2892,12,76,0,0
2893,12,68,0,0
2894,11,70,0,0
2895,11,68,0,0
2896,8,68,0,0
2897,13,74,0,0
2898,13,72,0,0
2899,7,80,0,0
2900,15,65,0,0
2901,12,66,0,0
2902,7,65,0,0
2903,6,77,0,0
2904,11,73,0,0
2905,11,59,0,0
2906,8,67,0,0
2907,13,78,0,0
2908,13,78,0,0
2909,11,66,0,0
2910,6,73,0,0
2911,6,73,0,0
2912,10,69,0,0
2914,1,66,0,0
2915,8,71,0,0
2916,8,64,0,0
2917,10,63,0,0
2918,10,70,0,0
2919,3,71,0,0
2920,3,71,0,0
2921,7,85,0,0
2922,4,85,0,0
2923,10,80,0,0
2924,10,85,0,0
2925,12,85,0,0
2926,12,80,0,0
2927,16,58,0,0
2928,16,85,0,0
2929,4,85,0,0
2930,9,77,0,0
2931,8,72,0,0
2932,4,65,0,0
2933,10,73,0,0
2934,14,74,0,0
2935,14,80,0,0
2936,14,56,0,0
2937,13,79,0,0
2938,13,80,0,0
2939,11,58,0,0
2940,11,80,0,0
2941,14,61,0,0
2942,1,85,0,0
2943,1,80,0,0
2944,1,85,0,0
2945,1,85,0,0
2946,9,72,0,0
2947,6,68,0,0
2948,6,51,0,0
2949,6,75,0,0
2950,6,70,0,0
2951,13,58,0,0
2952,8,78,0,0
2953,8,72,0,0
2954,9,70,0,0
2955,10,78,0,0
2956,10,76,0,0
2957,13,80,0,0
2958,14,78,0,0
2959,14,73,0,0
2960,4,80,0,0
2962,11,85,0,0
2964,9,73,0,0
2965,8,73,0,0
2966,9,85,0,0
2967,15,70,0,0
2968,9,54,0,0
2969,12,85,0,0
2970,2,85,0,0
2971,16,68,0,0
2973,7,73,0,0
2974,14,62,0,0
2975,12,67,0,0
2976,12,63,0,0
2977,15,62,0,0
2978,15,85,0,0
2979,10,65,0,0
2980,10,69,0,0
2981,15,70,0,0
2982,15,70,0,0
2983,4,80,0,0
2984,4,72,0,0
2985,15,62,0,0
2986,14,76,0,0
2987,7,74,0,0
2988,4,68,0,0
2989,4,65,0,0
2990,7,80,0,0
2992,2,78,0,0
2993,16,76,0,0
2994,16,76,0,0
2995,9,70,0,0
2996,16,59,0,0
2997,10,85,0,0
2998,7,71,0,0
2999,12,80,0,0
3000,12,80,0,0
3002,11,65,0,1
3003,8,85,0,0
3004,8,80,0,0
3005,5,85,0,0
3006,13,66,0,0
3007,7,80,0,0
3008,6,51,0,0
3009,12,85,0,0
3010,12,85,0,0
3011,15,85,0,0
3012,15,85,0,0
3013,14,85,0,0
3014,14,85,0,0
3015,4,73,0,0
3016,6,80,0,0
3017,6,85,0,0
3018,5,76,0,0
3019,13,72,0,0
3020,13,80,0,0
3021,11,69,0,0
3022,11,74,0,0
3023,12,60,1,0
3024,11,63,0,0
3025,11,58,0,1
3026,7,80,0,0
3027,7,76,0,0
3028,11,67,0,0
3029,11,74,0,0
3030,12,79,0,0
3031,12,74,0,0
3032,4,65,0,0
3033,4,61,0,0
3034,2,74,0,0
3035,13,71,0,0
3036,10,72,0,0
3037,10,80,0,0
3038,6,64,1,0
3039,16,69,0,0
3040,16,59,0,0
3041,6,77,0,0
3042,10,68,0,0
3043,16,70,0,0
3045,12,51,0,0
3046,7,66,0,0
3047,7,71,0,0
3048,11,77,0,0
3049,11,73,0,0
3050,12,74,0,0
3051,14,80,0,0
3052,13,71,0,0
3053,12,69,0,0
3054,9,80,0,0
3055,11,75,0,0
3056,11,79,0,0
3057,12,85,0,0
3058,7,80,0,0
3059,7,80,0,0
3060,10,65,0,0
3061,7,66,0,0
3062,7,79,0,0
3063,9,80,0,0
3064,7,80,0,0
3065,12,68,0,1
3066,12,66,0,0
3067,7,71,0,0
3068,7,68,0,0
3069,8,65,0,0
3070,3,75,0,0
3071,5,80,0,0
3072,4,85,0,0
3073,13,69,0,0
3074,13,68,0,0
3076,6,72,0,0
3077,9,80,0,0
3078,6,80,0,0
3079,9,85,0,0
3080,7,80,0,0
3081,10,66,0,0
3082,10,68,0,0
3083,10,66,0,0
3084,2,75,0,0
3085,2,79,0,0
3086,11,70,0,0
3087,11,69,0,0
3088,13,65,0,0
3089,14,53,0,0
3090,7,85,0,0
3091,11,68,0,0
3092,11,66,0,0
3093,11,59,0,0
3094,8,62,0,0
3095,8,71,0,0
3096,12,69,0,0
3097,10,76,0,0
3098,10,77,0,0
3099,4,85,0,0
3101,14,66,0,0
3103,11,85,0,0
3104,5,80,0,0
3105,5,67,1,0
3106,11,62,0,0
3107,11,56,0,0
3108,16,85,0,0
3109,10,69,0,0
3110,10,74,0,0
3111,11,69,0,0
3112,11,68,0,0
3113,11,63,0,0
3114,13,85,0,0
3115,13,77,0,0
3116,9,80,0,0
3117,9,76,0,0
3118,6,70,0,0
3119,6,74,0,0
3120,5,85,0,0
3121,3,64,0,0
3122,4,76,0,0
3123,4,80,0,0
3124,8,85,0,0
3125,10,69,0,0
3126,11,75,0,0
3127,6,61,0,0
3128,3,85,0,0
3129,12,57,0,1
3130,12,63,0,1
3131,8,69,0,0
3132,15,66,0,0
3133,14,59,0,0
3134,5,79,0,0
3135,15,80,0,0
3136,15,80,0,0
3137,5,61,0,0
3138,5,75,0,0
3139,14,74,0,0
3140,10,65,0,0
3141,6,70,0,0
3142,7,77,0,0
3144,12,67,0,0
3145,11,71,0,0
3146,9,47,0,0
3147,9,52,0,0
3148,16,69,0,0
3149,7,85,0,0
3150,7,80,0,0
3151,8,79,0,0
3152,8,68,0,0
3153,7,74,0,0
3154,5,80,0,0
3155,15,65,0,0
3156,5,80,0,0
3157,6,78,0,0
3158,5,85,0,0
3159,6,80,0,0
3160,6,79,0,0
3161,13,58,0,0
3162,16,73,0,0
3163,11,62,0,0
3164,3,68,0,0
3165,16,80,0,0
3166,11,49,0,0
3167,11,73,0,0
3168,11,76,0,1
3169,8,85,0,0
3170,8,85,0,0
3171,8,85,0,0
3172,6,76,0,0
3173,4,80,0,0
3174,15,80,0,0
3175,16,61,0,0
3176,15,77,0,0
3177,15,80,0,0
3178,14,75,1,1
3179,7,68,0,0
3180,12,62,0,0
3181,12,85,0,0
3182,7,85,0,0
3183,5,85,0,0
3184,2,72,0,0
3185,11,66,0,0
3186,6,85,0,0
3187,8,74,0,0
3188,12,50,0,0
3189,9,60,0,1
3190,16,85,0,0
3191,16,85,0,0
3192,4,85,0,0
3193,6,78,0,0
3194,5,78,0,0
3195,11,62,0,0
3196,3,80,0,0
3197,9,76,0,0
3198,10,71,0,0
3199,10,73,0,0
3200,8,75,0,0
3201,6,85,0,0
3202,7,73,0,0
3203,11,85,0,0
3204,4,85,0,0
3206,12,69,0,0
3207,14,67,0,0
3208,14,64,0,0
3209,13,70,0,0
3210,13,69,0,0
3211,10,85,0,0
3212,13,80,0,0
3213,13,68,0,0
3214,14,80,0,0
3215,14,79,0,0
3216,16,61,0,0
3217,16,62,0,0
3218,8,61,0,0
3219,9,74,0,0
3220,10,85,0,0
3221,10,85,0,0
3222,12,63,0,0
3223,12,64,0,0
3224,8,66,0,0
3225,15,80,0,0
3226,4,79,0,0
3227,6,80,0,0
3228,6,40,0,0
3229,6,29,0,0
3230,7,71,0,0
3231,7,68,0,0
3232,14,58,0,0
3234,15,64,0,1
3235,9,69,0,0
3236,9,76,0,0
3237,7,61,0,0
3238,9,70,0,0
3239,9,67,0,0
3240,6,75,0,0
3241,12,85,0,0
3242,12,62,0,0
3243,2,59,0,0
3244,3,64,0,0
3245,8,65,0,0
3246,10,51,0,0
3247,10,50,0,0
3248,16,73,0,0
3249,16,74,0,0
3250,14,73,0,0
3251,14,71,0,0
3252,6,85,0,0
3253,6,78,0,0
3254,8,63,0,0
3255,6,80,0,0
3256,6,80,0,0
3257,7,68,0,0
3258,7,70,0,0
3259,11,63,0,0
3260,11,63,0,0
3261,3,65,0,0
3262,9,67,0,0
3263,13,71,0,0
3264,4,80,0,1
3266,8,71,0,0
3267,4,70,0,0
3268,9,64,0,0
3269,12,69,0,0
3270,6,71,0,0
3271,9,62,0,0
3272,10,70,0,1
3273,6,41,0,0
3274,6,58,0,0
3275,9,67,0,0
3276,9,85,0,0
3277,8,85,0,0
3278,13,67,0,0
3279,13,70,0,0
3280,11,79,0,0
3281,13,59,0,1
3282,12,65,0,0
3283,14,71,0,0
3284,14,67,0,0
3285,14,78,0,0
3287,8,64,0,0
3288,11,60,0,0
3289,11,65,0,0
3290,16,58,0,0
3291,11,85,0,0
3292,12,85,0,0
3293,12,76,0,0
3294,15,70,0,0
3295,15,68,0,0
3296,11,85,0,0
3297,12,56,0,0
3298,11,70,0,0
3299,7,85,0,0
3300,14,79,0,0
3301,14,79,0,0
3302,5,45,0,0
3303,9,66,0,0
3305,11,57,0,0
3306,11,85,0,0
3307,11,85,0,0
3308,4,50,0,0
3309,9,80,0,0
3310,9,72,0,0
3311,13,74,0,0
3312,13,73,0,0
3313,11,71,0,0
3314,16,51,0,0
3315,16,63,0,0
3316,14,69,0,0
3317,14,69,0,0
3318,8,69,0,0
3319,11,63,0,1
3320,12,60,0,0
3321,8,71,0,0
3322,13,85,0,0
3323,6,66,0,0
3325,11,80,0,0
3326,8,72,0,0
3327,6,70,0,0
3328,8,74,0,0
3329,8,78,0,0
3330,16,64,0,0
3331,13,72,0,0
3332,8,60,0,0
3333,12,80,0,0
3334,12,72,0,0
3335,5,69,0,0
3336,5,65,0,0
3338,11,67,0,0
3339,12,64,0,0
3340,4,80,0,0
3341,16,73,0,0
3342,16,71,1,0
3343,12,75,0,0
3344,13,62,0,0
3345,6,67,0,0
3346,9,80,0,0
3347,12,78,0,0
3349,5,66,1,0
3350,12,63,0,0
3351,15,66,0,0
3352,16,59,0,0
3353,6,79,0,0
3354,12,65,0,0
3355,15,64,0,0
3356,7,66,0,0
3357,7,64,0,0
3358,11,67,0,0
3359,13,85,0,0
3360,13,63,0,0
3361,8,79,0,0
3362,8,76,0,0
3363,14,58,0,0
3364,15,64,0,0
3365,15,63,0,0
3367,3,75,0,0
3368,4,85,0,0
3369,4,72,0,0
3370,4,71,0,0
3371,2,85,0,0
3372,4,61,0,0
3373,16,59,0,0
3374,13,65,0,0
3375,13,63,0,0
3376,7,85,0,0
3377,16,57,0,0
3378,15,68,0,0
3379,5,75,0,0
3380,16,80,0,0
3381,16,85,0,0
3382,14,68,0,0
3383,11,80,0,0
3384,11,72,0,0
3385,12,64,0,0
3387,11,69,0,0
3388,15,53,0,0
3389,5,85,0,0
3390,6,80,0,0
3391,6,85,0,0
3393,11,70,0,0
3394,14,73,1,0
3395,6,73,0,0
3396,6,75,0,0
3397,6,74,0,0
3398,12,69,0,0
3399,14,71,0,1
3400,14,66,0,0
3401,14,76,0,0
3402,14,76,0,0
3404,3,60,0,0
3405,8,72,0,0
3406,8,75,0,0
3407,13,66,0,0
3408,12,73,0,0
3409,12,76,0,0
3410,9,78,0,0
3411,9,80,0,0
3412,13,68,0,0
3413,15,68,0,0
3414,15,72,0,0
3415,4,56,0,0
3416,12,58,0,0
3417,3,85,0,0
3418,7,72,0,0
3419,7,71,0,0
3420,13,66,1,0
3421,13,66,0,0
3422,7,52,0,0
3423,7,85,0,0
3424,1,69,0,0
3425,9,85,0,0
3427,10,75,0,0
3428,13,60,0,0
3429,13,63,0,0
3430,3,80,0,0
3431,4,85,0,0
3432,4,85,0,0
3433,7,69,0,0
3434,15,61,0,0
3436,6,44,0,0
3437,6,34,0,0
3438,11,54,0,0
3439,11,66,0,0
3440,9,85,0,0
3441,15,85,0,0
3442,15,85,0,0
3443,11,78,0,0
3445,9,80,0,0
3446,9,80,0,0
3447,13,60,0,0
3448,13,70,0,0
3449,13,72,0,0
3450,13,70,0,0
3451,9,69,0,0
3452,9,69,1,0
3453,13,62,0,1
3454,9,58,0,0
3455,8,80,0,0
3456,7,85,0,0
3457,7,85,0,0
3458,13,73,0,0
3459,13,73,0,1
3460,8,78,0,0
3461,9,80,0,0
3462,4,66,0,0
3463,7,80,0,0
3464,10,85,0,0
3465,14,80,0,0
3466,14,77,0,0
3467,6,75,0,0
3468,12,80,0,0
3469,9,85,0,0
3470,9,80,0,0
3471,2,75,0,0
3472,2,76,0,0
3473,7,61,0,0
3474,7,80,0,0
3475,11,59,0,0
3476,7,85,0,0
3477,7,68,0,0
3478,7,78,0,0
3479,11,39,0,0
3480,11,41,0,0
3481,14,66,0,0
3482,7,80,0,0
3483,11,65,0,0
3484,11,65,0,0
3485,8,69,0,0
3486,5,80,0,0
3487,11,68,0,0
3488,9,74,0,0
3489,9,72,0,0
3490,5,72,0,0
3491,9,48,0,0
3492,9,50,0,0
3493,15,61,0,0
3494,9,80,0,0
3495,13,58,0,0
3496,13,56,0,1
3497,3,70,0,0
3498,13,62,0,1
3499,15,69,0,1
3500,11,74,0,0
3501,13,63,0,0
3502,14,80,0,0
3503,11,68,0,0
3504,2,56,0,0
3505,7,73,0,0
3506,10,75,0,0
3507,8,80,0,0
3508,10,61,0,0
3509,6,85,0,0
3510,11,73,0,0
3511,7,80,0,0
3512,7,64,0,0
3513,9,77,0,0
3514,9,80,0,0
3515,12,67,0,0
3516,12,62,0,0
3517,8,75,0,0
3518,10,76,0,0
3519,14,61,0,0
3520,9,78,0,0
3521,11,70,0,0
3522,4,56,0,1
3523,6,60,0,0
3524,10,76,0,0
3525,9,77,0,1
3526,13,62,0,0
3527,7,33,0,0
3528,6,78,0,0
3529,11,80,0,0
3530,12,66,0,0
3531,6,65,0,0
3532,6,66,0,0
3533,8,80,0,0
3534,12,80,0,0
3535,12,65,0,0
3536,9,71,0,0
3537,9,72,0,0
3538,7,85,0,0
3539,16,78,0,0
3540,16,67,1,0
3541,12,74,0,0
3542,16,85,0,0
3543,10,67,0,0
3544,2,65,0,0
3545,9,66,0,1
3546,9,71,0,1
3547,9,76,0,0
3548,12,80,0,0
3549,7,65,0,0
3550,7,65,0,0
3551,10,67,0,0
3552,10,64,0,0
3553,8,61,0,0
3554,5,67,0,0
3555,5,65,0,0
3556,11,71,0,0
3557,10,73,0,0
3558,8,85,0,0
3559,6,69,0,0
3560,6,68,0,0
3561,9,73,0,0
3562,9,73,0,0
3563,7,71,0,0
3564,7,74,0,0
3565,6,75,0,0
3566,6,75,0,0
3567,6,80,0,0
3568,8,85,0,0
3570,15,85,0,0
3571,15,85,0,0
3572,14,77,0,0
3573,11,68,1,0
3574,2,74,0,0
3575,2,76,0,0
3576,6,73,0,0
3577,13,85,0,0
3578,13,56,0,0
3579,3,76,0,0
3580,3,76,0,0
3581,10,68,0,0
3582,10,70,0,0
3583,11,69,0,1
3584,6,80,0,0
3585,16,56,0,0
3586,9,64,0,0
3587,14,76,0,0
3589,15,85,0,0
3590,15,59,0,0
3591,14,71,0,0
3592,15,67,0,0
3593,5,78,0,0
3594,8,76,0,0
3595,8,78,0,0
3597,12,80,0,0
3598,12,80,0,0
3600,11,76,0,0
3601,14,59,0,1
3602,11,80,0,0
3603,11,78,0,0
3604,7,70,0,0
3605,14,73,0,0
3606,14,68,0,0
3607,14,67,0,0
3608,6,67,0,0
3609,6,85,0,0
3610,8,80,0,0
3611,11,80,0,0
3612,12,70,0,0
3613,12,68,0,0
3614,15,74,0,0
3615,15,77,0,0
3616,11,80,0,0
3618,6,63,0,0
3619,5,85,0,0
3620,1,75,0,0
3622,10,85,0,0
3623,8,69,0,0
3624,5,64,0,0
3625,15,67,0,0
3626,7,80,0,0
3627,13,80,0,0
3628,3,76,0,0
3629,3,80,0,0
3630,12,54,0,0
3631,12,79,0,0
3632,8,72,0,0
3633,8,74,0,0
3634,3,77,0,0
3635,15,70,0,0
3636,15,66,0,0
3637,16,76,0,0
3638,12,85,0,0
3639,14,67,0,0
3640,6,80,0,0
3641,4,69,0,0
3642,4,73,0,0
3643,9,75,0,0
3644,14,85,0,0
3645,2,63,0,0
3647,15,75,0,0
3648,15,61,0,0
3649,13,66,1,0
3650,7,64,0,0
3651,3,85,0,0
3652,3,80,0,0
3653,3,80,0,0
3654,5,69,0,0
3655,11,79,0,0
3656,6,73,0,0
3658,14,68,0,0
3659,16,51,0,0
3660,13,61,0,0
3661,5,73,0,0
3662,6,72,0,0
3663,11,85,0,0
3664,14,69,0,1
3665,14,67,0,0
3666,15,66,0,0
3667,16,76,0,0
3668,4,71,0,0
3669,16,68,0,0
3670,16,76,0,0
3671,9,66,0,0
3672,3,80,0,0
3673,3,79,0,0
3674,15,75,0,0
3675,13,57,0,0
3676,11,73,0,0
3677,11,70,0,0
3678,5,80,0,0
3679,12,67,0,0
3680,12,71,0,0
3682,7,70,0,0
3683,7,73,0,0
3684,7,74,0,0
3685,4,80,0,0
3686,13,63,0,0
3687,13,65,0,0
3688,7,72,0,0
3689,7,73,0,0
3690,10,66,0,0
3691,4,80,0,0
3692,9,68,0,0
3693,6,79,0,0
3694,6,77,0,1
3695,2,85,0,0
3696,7,85,0,0
3697,14,42,0,0
3698,14,55,0,0
3699,11,67,0,0
3700,3,69,0,0
3701,3,80,0,0
3702,5,74,0,0
3703,5,78,0,0
3705,14,52,0,0
3706,14,19,0,0
3707,9,67,0,0
3708,9,73,0,0
3709,13,73,0,0
3710,9,85,0,0
3711,9,69,0,0
3712,4,68,0,0
3713,6,80,0,0
3714,6,85,0,0
3715,7,80,0,0
3716,7,79,0,0
3717,13,65,0,0
3718,16,70,0,0
3719,16,74,0,0
3720,6,69,0,0
3721,6,74,0,0
3722,2,80,0,0
3723,9,66,0,0
3724,16,80,0,0
3725,10,79,0,0
3726,10,80,0,0
3727,13,66,0,1
3728,13,63,0,0
3729,7,63,0,0
3730,5,78,0,0
3731,12,73,0,0
3732,12,76,0,0
3733,5,75,0,0
3734,14,58,0,0
3735,5,70,0,0
3736,13,70,0,0
3737,13,69,0,0
3738,1,75,0,0
3739,8,69,0,0
3741,15,85,0,0
3742,15,85,0,0
3743,14,77,0,0
3744,8,76,0,0
3745,8,63,0,0
3746,8,75,0,0
3747,8,69,0,0
3748,13,75,0,0
3749,10,70,0,0
3750,8,70,0,0
3751,7,65,0,0
3752,11,32,0,0
3753,11,34,0,0
3754,16,60,0,0
3755,10,70,0,0
3756,10,73,0,0
3757,7,69,0,0
3758,4,80,0,0
3759,10,85,0,0
3760,8,79,0,0
3761,8,68,0,0
3762,8,72,0,0
3763,5,65,0,0
3764,14,58,0,1
3765,7,67,0,0
3766,10,70,0,0
3767,10,70,0,0
3768,6,76,0,0
3769,16,66,0,0
3770,11,80,0,0
3771,11,75,0,0
3773,1,60,0,0
3774,14,60,0,1
3775,13,65,0,0
3776,6,62,0,0
3777,11,80,0,0
3778,11,80,0,0
3779,11,85,0,0
3780,7,80,0,0
3781,15,80,0,0
3782,15,73,0,0
3783,9,77,0,0
3784,9,77,0,0
3785,13,64,0,0
3786,11,79,0,0
3787,11,73,0,0
3788,14,58,0,0
3789,11,67,0,0
3790,14,66,0,0
3791,5,63,0,0
3792,5,77,0,0
3793,5,79,0,0
3794,12,78,0,0
3795,12,62,0,0
3796,8,28,0,0
3797,8,80,0,0
3798,7,68,0,0
3799,8,80,0,0
3800,14,55,0,0
3801,6,66,0,0
3802,10,70,0,0
3803,11,67,0,0
3804,11,68,0,0
3805,15,80,0,0
3806,6,85,0,0
3807,13,73,0,0
3808,11,77,0,0
3809,15,56,0,0
3810,15,68,0,0
3811,8,73,0,0
3812,4,80,0,1
3813,8,63,0,1
3814,15,55,0,0
3815,11,71,0,0
3816,11,68,0,0
3817,14,70,0,0
3818,5,80,0,0
3819,5,80,0,0
3820,13,63,0,0
3821,8,78,0,0
3822,8,71,0,0
3823,7,67,0,0
3824,8,73,0,0
3825,13,67,0,0
3826,13,66,0,0
3827,4,85,0,0
3828,11,73,0,0
3829,11,75,0,0
3830,6,80,0,0
3831,7,43,0,0
3833,11,79,0,0
3834,11,75,0,0
3835,6,72,0,0
3836,11,59,0,0
3837,12,64,0,0
3838,4,79,0,0
3839,8,67,0,0
3840,8,66,0,0
3841,8,55,0,0
3844,11,85,0,0
3845,2,80,0,0
3846,2,80,0,0
3847,14,66,0,0
3848,11,66,0,0
3849,11,68,0,0
3850,1,80,0,0
3851,10,71,0,0
3852,12,61,0,0
3853,14,79,0,0
3854,11,76,0,0
3855,6,85,0,0
3856,8,76,0,0
3857,14,68,0,0
3858,14,71,0,0
3859,14,77,0,0
3860,14,79,0,0
3861,4,73,0,0
3862,4,64,0,0
3863,13,72,0,0
3864,14,80,0,0
3865,8,80,0,0
3867,16,64,0,0
3868,16,73,0,0
3869,16,71,0,0
3870,12,68,0,0
3871,11,77,0,0
3872,11,73,0,0
3873,9,72,0,0
3874,7,62,0,0
3875,9,76,0,0
3876,9,71,0,0
3877,6,64,0,0
3878,1,85,0,0
3879,14,54,0,0
3880,8,70,0,0
3881,12,66,0,0
3882,4,85,0,0
3883,4,70,0,0
3884,7,61,0,0
3885,14,70,0,0
3886,8,73,0,0
3887,13,70,0,0
3888,13,73,0,0
3889,13,80,0,0
3890,1,64,0,1
3891,1,67,0,0
3892,11,78,0,0
3894,7,76,0,0
3895,7,76,0,0
3896,11,77,0,0
3897,13,80,0,0
3898,5,64,0,0
3899,3,85,0,0
3900,3,80,0,0
3901,13,71,0,0
3902,13,71,0,0
3903,12,73,0,0
3904,9,80,0,0
3905,8,65,0,1
3906,12,66,0,0
3907,15,71,0,0
3908,6,80,0,0
3909,11,64,0,0
3910,6,79,0,0
3911,6,67,0,0
3912,9,76,0,0
3913,6,76,0,0
3914,6,85,0,0
3915,8,62,0,0
3916,8,29,0,0
3917,15,77,0,0
3918,12,69,0,0
3919,8,58,0,0
3920,10,65,0,0
3921,10,71,0,1
3922,13,72,0,0
3923,11,85,0,0
3924,9,69,0,0
3925,7,70,0,0
3926,9,79,0,0
3927,10,51,0,0
3928,13,64,0,0
3929,13,63,0,0
3930,8,80,0,0
3931,6,64,0,0
3932,9,75,0,0
3933,7,85,0,0
3934,7,79,0,0
3935,7,73,0,0
3936,14,70,0,0
3937,16,62,0,0
3938,13,59,0,0
3939,11,57,0,1
3940,14,70,0,0
3941,8,77,0,0
3942,8,75,0,0
3943,10,70,0,0
3944,6,73,0,0
3945,10,77,0,0
3946,6,66,0,0
3947,13,61,0,1
3948,13,61,0,0
3949,10,80,0,0
3950,13,73,0,0
3951,13,68,0,0
3952,8,77,0,0
3953,4,73,0,0
3954,5,85,0,0
3955,5,80,0,0
3956,8,74,0,0
3957,10,76,0,0
3958,16,57,0,0
3959,16,52,0,0
3960,11,67,0,0
3961,11,65,0,0
3962,11,73,0,0
3963,7,75,0,0
3964,6,66,0,0
3965,6,69,0,0
3966,9,67,0,0
3967,9,68,0,0
3968,11,64,0,0
3969,11,67,0,0
3970,7,43,0,0
3971,11,68,0,0
3972,11,71,0,0
3973,7,70,0,0
3975,14,65,0,0
3976,14,75,0,0
3977,14,76,0,0
3978,12,62,0,0
3980,15,61,0,0
3981,6,65,0,0
3982,12,77,0,0
3983,10,80,0,0
3984,10,71,0,0
3985,11,80,0,0
3986,12,69,0,0
3987,15,63,0,0
3988,15,65,0,0
3989,4,76,0,0
3990,10,70,0,0
3991,8,71,0,0
3992,8,75,0,0
3993,12,54,0,0
3994,12,50,0,0
3995,6,73,0,0
3996,9,80,0,0
3997,9,80,0,0
3998,7,76,0,0
3999,7,67,0,0
4000,15,80,0,0
4001,9,55,0,0
4003,9,76,0,0
4004,12,73,0,1
4005,10,78,0,0
4006,10,50,0,0
4007,4,61,0,0
4008,7,85,0,0
4009,12,75,0,0
4010,12,70,0,0
4011,3,85,0,0
4012,1,67,0,0
4013,11,50,0,0
4014,11,47,0,0
4015,11,58,0,0
4016,8,68,0,0
4017,5,70,0,0
4018,6,55,0,0
4019,6,66,0,0
4020,6,66,0,0
4021,8,71,0,0
4022,8,68,0,0
4023,7,61,0,1
4024,12,69,0,0
4025,9,70,0,0
4026,13,80,0,0
4027,4,66,0,0
4028,7,75,0,0
4029,8,65,0,0
4030,15,62,0,0
4031,14,62,1,0
4032,15,34,0,0
4033,15,29,0,0
4034,9,85,0,0
4035,9,80,0,0
4036,15,66,0,0
4037,5,64,0,0
4038,7,61,0,0
4039,14,69,0,0
4040,14,67,0,0
4041,14,75,0,0
4043,16,63,0,0
4044,5,77,0,0
